Hospital ID,Hospital Name,Legal Name,Alternate Name,Hospital Type,Institution Name,Street Address,City,State,Zip Code,Phone Number,Latitude,Longitude,Locale Code (NCES),County Code (FIPS),State Code (FIPS),Region Code (AAM),Employer ID Number,Tax Period,Income,Revenue
985206,BANNER BAYWOOD MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,MESA,AZ,,,33.4110054,-111.6879996,,,,,,,,
702905,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,WOMEN,,,PROVIDENCE,RI,,,41.81087733,-71.41220076,,,,,,,,
1202915,EMMA PENDLETON BRADLEY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,EAST PROVIDENCE,RI,,,41.7924481,-71.3672704,,,,,,,,
1002903,RHODE ISLAND HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,PROVIDENCE,RI,,,41.81188108,-71.40912926,,,,,,,,
1402906,BUTLER HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,PROVIDENCE,RI,,,41.84264726,-71.3800855,,,,,,,,
2002908,ROGER WILLIAMS MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,PROVIDENCE,RI,,,41.83483869,-71.43538964,,,,,,,,
1902904,OUR LADY OF FATIMA HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,NORTH PROVIDENCE,RI,,,41.85529477,-71.45924048,,,,,,,,
902920,ELEANOR SLATER HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,CRANSTON,RI,,,41.74470516,-71.46322472,,,,,,,,
302860,MEMORIAL HOSPITAL OF RHODE ISLAND,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,PAWTUCKET,RI,,,41.869922,-71.37645645,,,,,,,,
1802886,KENT COUNTY MEMORIAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,WARWICK,RI,,,41.70524809,-71.47823584,,,,,,,,
1702896,REHABILITATION HOSPITAL OF RHODE ISLAND,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,REHABILITATION,,,NORTH SMITHFIELD,RI,,,41.98157826,-71.51284391,,,,,,,,
602895,LANDMARK MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,WOONSOCKET,RI,,,42.0046119,-71.49580333,,,,,,,,
402879,SOUTH COUNTY HEALTH,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,WAKEFIELD,RI,,,41.43107865,-71.4964111,,,,,,,,
3531513,APPLING HEALTHCARE SYSTEM,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,BAXLEY,GA,,,31.76931073,-82.34884932,,,,,,,,
17251455,MANNING REGIONAL HEALTHCARE,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CRITICAL ACCESS,,,MANNING,IA,,,41.9045422,-95.07555422,,,,,,,,
173319805,WILMINGTON VA MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,MILITARY,,,WILMINGTON,DE,,,39.740166,-75.606352,,,,,,,,
631326,RINCON MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,RINCON,GA,,,32.25822576,-81.21737345,,,,,,,,
5124523,BEDFORD MEMORIAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,BEDFORD,VA,,,37.3514029,-79.51751849,,,,,,,,
1753916,BEAVER DAM COM HSPTL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,BEAVER DAM,WI,,,43.44843295,-88.82611811,,,,,,,,
168275246,BAYLOR UNIVERSITY MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,DALLAS,TX,,,32.78958516,-96.78027265,,,,,,,,
176936109,CAVHCS EAST CAMPUS,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,MILITARY,,,MONTGOMERY,AL,,,32.35771,-86.129219,,,,,,,,
167795482,ADVENTIST HEALTH UKIAH VALLEY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,UKIAH,CA,,,39.15290589,-123.2028083,,,,,,,,
177702254,BOSTON CHILDREN'S,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CHILDREN,,,WALTHAM,MA,,,42.369124,-71.249607,,,,,,,,
172435046,ST VINCENTS CHILTON,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,CLANTON,AL,,,32.880286,-86.62279,,,,,,,,
176106810,CONNECTICUT CHILDBIRTH & WOMEN'S CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,WOMEN,,,DANBURY,CT,,,41.404395,-73.447181,,,,,,,,
172546214,ASSURANCE PSYCHIATRIC HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,INDIANAPOLIS,IN,,,39.777528,-86.273313,,,,,,,,
180696929,GUAM REGIONAL MEDICAL CITY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,DEDEDO,GU,,,13.525133,144.823076,,,,,,,,
120712946,ADIRONDACK MEDICAL CENTER-LAKE PLACID SITE,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,LAKE PLACID,NY,,,44.26724503,-73.98186928,,,,,,,,
2937203,SELECT SPECIALTY HOSPITAL - NASHVILLE,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,NASHVILLE,TN,,,36.15276546,-86.80116326,,,,,,,,
178959701,ACADIA MONTANA,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,BUTTE,MT,,,45.933282,-112.510929,,,,,,,,
47578224,PAM SPECIALTY HOSPITAL OF SAN ANTONIO,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,SAN ANTONIO,TX,,,29.35335835,-98.54539199,,,,,,,,
102640475,BAPTIST HEALTH RICHMOND,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,RICHMOND,KY,,,37.73092301,-84.29236928,,,,,,,,
51077478,FIRST SURGICAL HOSPITAL - SUGARLAND,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,SUGAR LAND,TX,,,29.60525569,-95.63617526,,,,,,,,
127744621,TEN LAKES CENTER,LLC,VERMONT COLLEGE OF FINE ARTS INC,PSYCHIATRIC,PSYCHIATRIC,,,DENNISON,OH,,,40.40125686,-81.33634548,,,,,,,
80476028,BAYLOR EMERGENCY MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,BURLESON,TX,,,32.57542408,-97.32118572,,,,,,,,
156346805,VIBRA HOSPITAL OF FORT WAYNE,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,FORT WAYNE,IN,,,41.09617146,-85.11021903,,,,,,,,
54075711,UT HEALTH EAST TEXAS LONG TERM CARE,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,TYLER,TX,,,32.33835568,-95.29103688,,,,,,,,
54275701,TYLER CONTINUE CARE HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,TYLER,TX,,,32.34262743,-95.29085002,,,,,,,,
58975218,KINDRED HOSPITAL - WHITE ROCK,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,DALLAS,TX,,,32.83448662,-96.70583767,,,,,,,,
74675042,SELECT SPECIALTY HOSPITAL - DALLAS (GARLAND),VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,GARLAND,TX,,,32.91934267,-96.66137745,,,,,,,,
75076208,HORIZON MEDICAL CENTER OF DENTON,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,DENTON,TX,,,33.17414683,-97.08674805,,,,,,,,
14867214,SELECT SPECIALTY HOSPITAL WICHITA,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,WICHITA,KS,,,37.69947056,-97.33130622,,,,,,,,
14271201,P & S SURGICAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,MONROE,LA,,,32.50082455,-92.11402732,,,,,,,,
6670554,SAVOY MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,MAMOU,LA,,,30.64222524,-92.41787739,,,,,,,,
16170546,REHABILITATION HOSPITAL OF JENNINGS,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,REHABILITATION,,,JENNINGS,LA,,,30.23993074,-92.66231985,,,,,,,,
17671101,SPECIALISTS HOSPITAL SHREVEPORT,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,SHREVEPORT,LA,,,32.49764895,-93.74671417,,,,,,,,
9695128,CRESTWOOD SAN JOSE PSYCHIATRIC HEALTH FACILITY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,SAN JOSE,CA,,,37.31129603,-121.9150166,,,,,,,,
19146254,NEUROPSYCHIATRIC HOSPITAL OF INDIANAPOLIS,LLC,VERMONT COLLEGE OF FINE ARTS INC,PSYCHIATRIC,PSYCHIATRIC,,,INDIANAPOLIS,IN,,,39.82626476,-86.27898734,,,,,,,
4470601,CALCASIEU OAKS PSYCHIATRIC HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,LAKE CHARLES,LA,,,30.2043889,-93.22154829,,,,,,,,
71295817,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,SACRAMENTO,CA,,,38.55198584,-121.4564434,,,,,,,,
3780218,EATING RECOVERY CENTER A BEHAVIORAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,DENVER,CO,,,39.74558492,-104.9680311,,,,,,,,
3680210,KINDRED HOSPITAL - DENVER SOUTH,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,DENVER,CO,,,39.67032342,-104.9746647,,,,,,,,
680011,KINDRED HOSPITAL AURORA,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,AURORA,CO,,,39.72813068,-104.8269738,,,,,,,,
162070722,FELICIANA-AMG SPECIALTY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,SPECIAL,,,CLINTON,LA,,,30.83733484,-91.00048639,,,,,,,,
31194609,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,REHABILITATION,,,OAKLAND,CA,,,37.8193271,-122.2640875,,,,,,,,
1353715,UNITYPOINT HEALTH MERITER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,MADISON,WI,,,43.06521176,-89.40158431,,,,,,,,
7372205,BAPTIST HEALTH MEDICAL CENTER - LITTLE ROCK,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,LITTLE ROCK,AR,,,34.74389335,-92.38065104,,,,,,,,
63872202,ARKANSAS CHILDREN'S HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CHILDREN,,,LITTLE ROCK,AR,,,34.74323635,-92.29317669,,,,,,,,
12902072,CURAHEALTH STOUGHTON,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,STOUGHTON,MA,,,42.1007058,-71.08164806,,,,,,,,
14728217,CAROLINA CONTINUECARE AT UNIVERSITY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,CHARLOTTE,NC,,,35.30675743,-80.74772609,,,,,,,,
14828210,ATRIUM HEALTH PINEVILLE,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,CHARLOTTE,NC,,,35.09082721,-80.87122558,,,,,,,,
14927103,SELECT SPECIALTY HOSPITAL - WINSTON SALEM,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,WINSTON-SALEM,NC,,,36.07472236,-80.29752273,,,,,,,,
617405,SELECT SPECIALTY HOSPITAL CENTRAL PENNSYLVANIA YORK,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,YORK,PA,,,39.94652909,-76.71844629,,,,,,,,
1117822,SELECT SPECIALTY HOSPITAL DANVILLE,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,DANVILLE,PA,,,40.96802733,-76.60408313,,,,,,,,
2437218,CURAHEALTH NASHVILLE,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,NASHVILLE,TN,,,36.17746807,-86.84612428,,,,,,,,
76477375,MEMORIAL HERMANN TOMBALL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,TOMBALL,TX,,,30.03713251,-95.60624525,,,,,,,,
131974137,TULSA-AMG SPECIALTY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,TULSA,OK,,,36.04322533,-95.95319698,,,,,,,,
2678745,TEXAS NEUROREHAB CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,AUSTIN,TX,,,30.18930118,-97.80737637,,,,,,,,
12878413,PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI NORTH,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,CORPUS CHRISTI,TX,,,27.77782005,-97.39474791,,,,,,,,
18879902,EL PASO LTAC HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,EL PASO,TX,,,31.78368543,-106.4743254,,,,,,,,
20676104,TEXAS HEALTH SPECIALTY HOSPITAL FORT WORTH,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,FORT WORTH,TX,,,32.73670911,-97.33988601,,,,,,,,
3231210,COLISEUM NORTHSIDE HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,MACON,GA,,,32.87159196,-83.69471087,,,,,,,,
2448706,MCLAREN BAY SPECIAL CARE HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,BAY CITY,MI,,,43.60047703,-83.92445664,,,,,,,,
15948201,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,DETROIT,MI,,,42.35343586,-83.05449094,,,,,,,,
76877520,KINDRED HOSPITAL BAYTOWN,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,BAYTOWN,TX,,,29.7476678,-94.94611927,,,,,,,,
18148201,VIBRA HOSPITAL OF SOUTHEASTERN MICHIGAN-DMC CAMPUS,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,DETROIT,MI,,,42.34945315,-83.05610261,,,,,,,,
18248180,VIBRA HOSPITAL OF SOUTHEASTERN MI - TAYLOR CAMPUS,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,TAYLOR,MI,,,42.23477629,-83.27709023,,,,,,,,
27919129,HAVEN BEHAVIORAL HOSPITAL OF PHILADELPHIA,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,PHILADELPHIA,PA,,,40.01182105,-75.1841682,,,,,,,,
91436106,NOLAND HOSPITAL MONTGOMERY,LLC,VERMONT COLLEGE OF FINE ARTS INC,LONG TERM CARE,PSYCHIATRIC,,,MONTGOMERY,AL,,,32.36696933,-86.28579005,,,,,,,
28144155,SELECT SPECIALTY HOSPITAL - CLEVELAND GATEWAY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,CLEVELAND,OH,,,41.49647872,-81.6728436,,,,,,,,
108908401,ACUITY SPECIALTY HOSPITAL OF NEW JERSEY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,SPECIAL,,,ATLANTIC CITY,NJ,,,39.35811934,-74.43436986,,,,,,,,
29344512,SELECT SPECIALTY HOSPITAL - YOUNGSTOWN BOARDMAN,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,BOARDMAN,OH,,,40.99431391,-80.65969528,,,,,,,,
7685013,SELECT SPECIALTY HOSPITAL - PHOENIX,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,PHOENIX,AZ,,,33.48214432,-112.0799922,,,,,,,,
16647130,WELLSTONE REGIONAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,JEFFERSONVILLE,IN,,,38.32690729,-85.70932523,,,,,,,,
28119145,KINDRED HOSPITAL SOUTH PHILADELPHIA,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,PHILADELPHIA,PA,,,39.92597552,-75.17016216,,,,,,,,
5938930,GREENWOOD AMG SPECIALTY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,GREENWOOD,MS,,,33.51774975,-90.1994591,,,,,,,,
12823507,HOSPITAL FOR EXTENDED RECOVERY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,NORFOLK,VA,,,36.86278106,-76.30414519,,,,,,,,
14448109,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,ANN ARBOR,MI,,,42.28319175,-83.7287078,,,,,,,,
5997415,SUTTER COAST HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,BROOKINGS,OR,,,42.05787322,-124.2885003,,,,,,,,
7344001,SPECIALTY HOSPITAL OF LORAIN,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,AMHERST,OH,,,41.39919663,-82.22358735,,,,,,,,
112089119,KINDRED HOSPITAL - LAS VEGAS AT DESERT SPRINGS HOS,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,LAS VEGAS,NV,,,36.11354369,-115.1256693,,,,,,,,
16385712,TMC HEALTHCARE CENTER FOR GEROPSYCH,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,SPECIAL,,,TUCSON,AZ,,,32.24878265,-110.884498,,,,,,,,
7715006,SELECT SPECIALTY HOSPITAL - PHOENIX DOWNTOWN,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,PHOENIX,AZ,,,33.46391595,-112.0601758,,,,,,,,
2106102,HARTFORD HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,HARTFORD,CT,,,41.75412542,-72.67917789,,,,,,,,
15073109,ONECORE HEALTH,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,SPECIAL,,,OKLAHOMA CITY,OK,,,35.42037463,-97.53425265,,,,,,,,
14798201,BHC FAIRFAX HOSPITAL NORTH,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,EVERETT,WA,,,47.97570756,-122.2173795,,,,,,,,
152826062,ACUITY SPECIALTY HOSPITAL OHIO VALLEY WEIRTON,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,WEIRTON,WV,,,40.39325519,-80.52789795,,,,,,,,
9317033,MILTON S HERSHEY MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,HERSHEY,PA,,,40.263754,-76.674842,,,,,,,,
3683301,ST. LUKE'S MAGIC VALLEY MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,TWIN FALLS,ID,,,42.59031541,-114.4963336,,,,,,,,
1805671,VERMONT PSYCHIATRIC CARE HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,WATERBURY,VT,,,44.33191854,-72.7539322,,,,,,,,
2312204,ALBANY MEDICAL CENTER - SOUTH CLINICAL CAMPUS,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,ALBANY,NY,,,42.64581067,-73.78011464,,,,,,,,
7360612,UNIVERSITY OF ILLINOIS HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,CHICAGO,IL,,,41.86966877,-87.67051537,,,,,,,,
172870433,COVINGTON - AMG REHABILITATION HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,REHABILITATION,,,COVINGTON,LA,,,30.41232152,-90.08086299,,,,,,,,
173186504,FORT DEFIANCE INDIAN HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CRITICAL ACCESS,,,FORT DEFIANCE,AZ,,,35.75910876,-109.0484745,,,,,,,,
1374010,BRISTOW MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,BRISTOW,OK,,,35.83402589,-96.40143787,,,,,,,,
7274137,PINNACLE SPECIALTY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,TULSA,OK,,,36.04293912,-95.95394971,,,,,,,,
132574120,SELECT SPECIALTY HOSPITAL - TULSA/MIDTOWN,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,TULSA,OK,,,36.14698819,-95.96938592,,,,,,,,
1868450,JOHNSON COUNTY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CRITICAL ACCESS,,,TECUMSEH,NE,,,40.37967562,-96.19702289,,,,,,,,
174071101,OVERTON BROOKS VA MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,MILITARY,,,SHREVEPORT,LA,,,32.50303027,-93.722022,,,,,,,,
1079119,NORTHWEST TEXAS SURGERY CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,AMARILLO,TX,,,35.17365252,-101.9363756,,,,,,,,
4078746,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,AUSTIN,TX,,,30.29532138,-97.82458178,,,,,,,,
143275093,PLANO SURGICAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,PLANO,TX,,,33.03172907,-96.85401854,,,,,,,,
143877015,AD HOSPITAL EAST LLC,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,HOUSTON,TX,,,29.77063353,-95.20029102,,,,,,,,
126345220,SELECT SPECIALTY HOSPITAL-CINCINNATI,INC,VERMONT COLLEGE OF FINE ARTS INC,LONG TERM CARE,PSYCHIATRIC,,,CINCINNATI,OH,,,39.14005438,-84.52080357,,,,,,,
126744708,SELECT SPECIALTY HOSPITAL-NORTHEAST OHIO,INC,VERMONT COLLEGE OF FINE ARTS INC,LONG TERM CARE,PSYCHIATRIC,,,CANTON,OH,,,40.81224089,-81.39587193,,,,,,,
80175087,BAYLOR EMERGENCY MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,ROCKWALL,TX,,,32.9140952,-96.44469769,,,,,,,,
80376248,BAYLOR EMERGENCY MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,KELLER,TX,,,32.92816374,-97.2547307,,,,,,,,
49175092,CARRUS SPECIALTY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,SHERMAN,TX,,,33.66972557,-96.63438619,,,,,,,,
74875080,VIBRA HOSPITAL OF RICHARDSON,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,RICHARDSON,TX,,,32.97413807,-96.72711984,,,,,,,,
29277081,BEHAVIORAL HOSPITAL OF BELLAIRE,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,HOUSTON,TX,,,29.70798221,-95.47341614,,,,,,,,
46078223,SAN ANTONIO STATE HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,SAN ANTONIO,TX,,,29.36013837,-98.45815054,,,,,,,,
81678745,TEXAS NEUROREHAB CENTER BEHAVIORAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,AUSTIN,TX,,,30.18944156,-97.80627944,,,,,,,,
31877450,MEMORIAL HERMANN REHABILITATION HOSPITAL KATY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,REHABILITATION,,,KATY,TX,,,29.77576548,-95.74579933,,,,,,,,
17550314,SELECT SPECIALTY HOSPITAL - DES MOINES,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,DES MOINES,IA,,,41.59887677,-93.62211382,,,,,,,,
5783301,SAWTOOTH BEHAVIORAL HEALTH,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,TWIN FALLS,ID,,,42.5650403,-114.493701,,,,,,,,
9293306,CRESTWOOD PSYCHIATRIC HEALTH FACILITY 2,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,BAKERSFIELD,CA,,,35.36567811,-118.9297762,,,,,,,,
